ID_cliente,Evasao,Genero,Cidadao_Senior,Parceiro,Dependentes,Tempo_de_contrato,Servico_de_telefone,Linhas_multiplas,Serivo_de_internet,Segurnaca_online,Backup_online,Protecao_dipositivo,Suporte_tecnico,Streaming_TV,Streaming_filmes,Tipo_de_contrato,Fatura_online,Metodo_de_pagamento,Total_servico_dia,Total_servico_mes,Total_gasto
8035-PWSEV,Nao,Mulher,Nao,Nao,Nao,6,Sim,Nao,Fiber optic,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.98,89.25,487.05
8039-ACLPL,Nao,Mulher,Nao,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Sim,Bienal,Nao,Cartão de crédito automático,2.29,68.75,4888.2
8039-EQPIM,Nao,Homem,Nao,Sim,Nao,69,Nao,Sem servico de telefone,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Bienal,Nao,Transferência bancária automático,2.01,60.25,4055.5
8040-MNRTF,Nao,Mulher,Nao,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,2.37,71.1,71.1
8041-TMEID,Nao,Homem,Sim,Sim,Nao,63,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Sim,Sim,Bienal,Nao,Cartão de crédito automático,3.62,108.5,6991.9
8042-JVNFH,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.38,71.35,71.35
8042-RNLKO,Nao,Homem,Nao,Nao,Nao,66,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Transferência bancária automático,0.85,25.45,1699.15
8043-PNYSD,Nao,Homem,Nao,Sim,Sim,63,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.65,19.55,1245.6
8044-BGWPI,Nao,Homem,Nao,Sim,Sim,12,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque eletrônico,0.7,21.15,306.05
8046-DNVTL,Nao,Homem,Nao,Sim,Nao,62,Nao,Sem servico de telefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Bienal,Sim,Cartão de crédito automático,1.29,38.6,2345.55
8048-DSDFQ,Nao,Homem,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.67,20.2,20.2
8049-WJCLQ,Nao,Homem,Nao,Sim,Sim,10,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Nao,Cheque,2.01,60.2,563.5
8050-DVOJX,Nao,Homem,Sim,Nao,Nao,49,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Bienal,Nao,Cartão de crédito automático,2.71,81.35,4060.9
8050-WYBND,Nao,Mulher,Nao,Nao,Sim,22,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Cartão de crédito automático,1.65,49.45,1031.4
8050-XGRVL,Nao,Mulher,Nao,Sim,Sim,62,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Anual,Nao,Cartão de crédito automático,1.82,54.75,3425.35
8051-HJRLT,Sim,Mulher,Sim,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.35,70.55,70.55
8053-WWDRO,Sim,Mulher,Nao,Sim,Nao,6,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Transferência bancária automático,0.65,19.5,146.3
8058-DMYRU,Nao,Homem,Sim,Nao,Nao,54,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,3.0,90.05,4931.8
8058-INTPH,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,2.66,79.65,79.65
8058-JMEQO,Sim,Mulher,Sim,Nao,Nao,9,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.82,84.45,762.5
8059-UDZFY,Nao,Mulher,Sim,Nao,Sim,33,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.51,105.35,3465.05
8060-HIWJJ,Nao,Homem,Nao,Nao,Nao,64,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,2.88,86.55,5632.55
8062-YBDOE,Sim,Homem,Sim,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.32,69.65,69.65
8063-GBATB,Sim,Mulher,Sim,Nao,Nao,27,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.84,85.25,2287.25
8063-RJYNF,Sim,Homem,Nao,Nao,Nao,16,Sim,Nao,Fiber optic,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.14,94.25,1483.25
8064-RAVOH,Nao,Homem,Nao,Nao,Sim,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.66,49.85,49.85
8065-BVEPF,Nao,Homem,Sim,Nao,Nao,65,Sim,Nao,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.3,99.1,6496.15
8065-QBYTO,Nao,Mulher,Sim,Nao,Nao,71,Sim,Sim,Fiber optic,Sim,Sim,Nao,Sim,Sim,Nao,Anual,Sim,Cartão de crédito automático,3.32,99.65,7181.25
8065-YKXKD,Sim,Mulher,Nao,Nao,Nao,10,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.49,74.75,799.65
8066-POXGX,Sim,Mulher,Nao,Nao,Nao,13,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,1.17,35.1,446.1
8067-NIOYM,Nao,Mulher,Nao,Sim,Sim,24,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Sim,Cartão de crédito automático,0.7,21.1,490.65
8069-RHUXK,Nao,Mulher,Nao,Sim,Sim,67,Nao,Sem servico de telefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Bienal,Nao,Cartão de crédito automático,1.19,35.7,2545.7
8069-YQQAJ,Nao,Homem,Nao,Nao,Nao,14,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,1.04,31.1,419.7
8070-AAWZP,Nao,Homem,Sim,Sim,Nao,24,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque,1.14,34.25,828.2
8071-SBTRN,Nao,Mulher,Nao,Nao,Nao,70,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Cheque,3.7,111.15,7737.55
8073-IJDCM,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.68,20.3,20.3
8075-GXIUB,Nao,Homem,Sim,Sim,Nao,9,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cartão de crédito automático,0.66,19.85,183.15
8076-FEZKJ,Nao,Homem,Nao,Nao,Nao,10,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.65,19.5,225.85
8079-XRJRS,Sim,Homem,Nao,Sim,Nao,65,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Nao,Nao,Anual,Nao,Cheque eletrônico,2.99,89.75,5769.6
8080-DDEMJ,Sim,Homem,Sim,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.5,45.1,45.1
8080-POTJR,Nao,Mulher,Nao,Nao,Nao,30,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Cartão de crédito automático,2.64,79.3,2427.1
8082-GHXOP,Nao,Homem,Nao,Nao,Sim,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,1.47,44.0,659.35
8083-YTZES,Sim,Homem,Nao,Nao,Nao,4,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.48,74.35,265.35
8084-OIVBS,Nao,Mulher,Nao,Nao,Nao,11,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.67,20.0,211.95
8085-MSNLK,Nao,Mulher,Nao,Sim,Nao,62,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cheque,3.8,113.95,6891.4
8086-OVPWV,Sim,Homem,Nao,Nao,Nao,2,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.67,80.2,181.1
8087-LGYHQ,Nao,Homem,Nao,Nao,Nao,9,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.14,94.05,811.65
8089-UZWLX,Nao,Mulher,Sim,Nao,Nao,71,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Bienal,Nao,Transferência bancária automático,3.47,104.05,7413.55
8091-TTVAX,Nao,Homem,Nao,Sim,Nao,58,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Nao,Cartão de crédito automático,3.34,100.35,5681.1
8092-NLTGF,Nao,Homem,Nao,Nao,Nao,72,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.82,24.75,1777.6
8095-WANWK,Nao,Mulher,Nao,Nao,Nao,10,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,1.51,45.25,428.7
8096-LOIST,Nao,Mulher,Nao,Nao,Nao,19,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,1.87,56.2,1093.4
8097-OMULG,Nao,Homem,Nao,Sim,Sim,59,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Nao,Cartão de crédito automático,2.56,76.75,4541.9
8097-VBQTZ,Nao,Homem,Nao,Nao,Nao,54,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,Cheque,2.33,69.9,3883.3
8098-LLAZX,Sim,Mulher,Sim,Nao,Nao,4,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.18,95.45,396.1
8098-TDCBU,Nao,Mulher,Nao,Sim,Nao,42,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque eletrônico,0.84,25.25,1108.2
8099-MZPUJ,Nao,Homem,Nao,Sim,Sim,48,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,3.73,111.8,5443.65
8100-HZZLJ,Nao,Mulher,Nao,Nao,Sim,43,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.13,63.95,2737.05
8100-PNJMH,Nao,Homem,Nao,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,2.96,88.85,6132.7
8104-OSKWT,Nao,Mulher,Nao,Nao,Nao,12,Sim,Sim,Fiber optic,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.66,79.8,1001.2
8106-GWQOK,Nao,Homem,Nao,Sim,Nao,38,Nao,Sem servico de telefone,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.0,60.0,2193.2
8107-KNCIM,Nao,Homem,Sim,Sim,Nao,14,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.5,75.1,1013.35
8107-RZLNV,Nao,Homem,Nao,Sim,Nao,72,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Transferência bancária automático,3.54,106.3,7565.35
8108-UXRQN,Nao,Mulher,Nao,Sim,Sim,11,Nao,Sem servico de telefone,DSL,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,1.68,50.55,565.35
8109-YUOHE,Nao,Homem,Nao,Nao,Nao,17,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Anual,Nao,Cheque,1.87,56.1,946.95
8111-BKVDS,Nao,Mulher,Nao,Nao,Nao,10,Nao,Sem servico de telefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,Transferência bancária automático,1.36,40.7,449.3
8111-RKSPX,Sim,Homem,Nao,Nao,Nao,4,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,2.41,72.2,305.55
8111-SLLHI,Sim,Homem,Sim,Sim,Nao,39,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.52,105.65,4284.8
8118-LSUEL,Sim,Homem,Sim,Nao,Nao,23,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.55,106.4,2483.5
8118-TJAFG,Nao,Homem,Nao,Sim,Sim,9,Sim,Nao,Fiber optic,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.38,101.5,906.85
8120-JDCAM,Nao,Homem,Nao,Sim,Sim,4,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.32,69.55,284.9
8123-QBNAZ,Nao,Mulher,Nao,Sim,Sim,36,Sim,Sim,Fiber optic,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cartão de crédito automático,3.48,104.5,3684.95
8124-NZVGJ,Nao,Mulher,Nao,Nao,Nao,6,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,Cheque,1.64,49.25,255.6
8125-QPFJD,Nao,Mulher,Nao,Sim,Nao,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.83,84.9,6065.3
8128-YVJRG,Sim,Mulher,Nao,Nao,Nao,7,Sim,Sim,Fiber optic,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.66,79.65,604.7
8129-GMVGI,Nao,Mulher,Nao,Sim,Sim,56,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.67,20.05,1090.1
8132-YPVBX,Nao,Mulher,Nao,Nao,Nao,6,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque,2.86,85.95,514.6
8133-ANHHJ,Nao,Mulher,Sim,Nao,Nao,49,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Nao,Transferência bancária automático,3.43,103.0,5166.2
8138-EALND,Nao,Homem,Nao,Nao,Nao,15,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.66,19.75,311.6
8143-ETQTI,Nao,Mulher,Nao,Sim,Sim,23,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Sim,Cheque,0.65,19.65,451.55
8144-DGHXP,Nao,Mulher,Nao,Nao,Nao,54,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Bienal,Nao,Cheque eletrônico,2.69,80.6,4299.95
8146-QQKZH,Nao,Mulher,Nao,Sim,Nao,71,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Bienal,Nao,Transferência bancária automático,2.73,81.85,5924.4
8148-BPLZQ,Nao,Homem,Nao,Nao,Nao,34,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.66,49.8,1734.2
8148-NLEGT,Nao,Mulher,Nao,Sim,Sim,42,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque eletrônico,0.76,22.95,1014.25
8148-WOCMK,Nao,Homem,Nao,Sim,Sim,8,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.65,19.6,125.0
8149-AIQCG,Nao,Homem,Nao,Nao,Nao,39,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,2.44,73.15,2730.85
8149-RSOUN,Sim,Mulher,Nao,Nao,Nao,1,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.13,93.85,93.85
8150-QUDFX,Nao,Homem,Nao,Nao,Nao,2,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.66,19.85,51.6
8152-UOBNY,Nao,Mulher,Sim,Nao,Nao,50,Sim,Sim,Fiber optic,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,3.56,106.8,5347.95
8152-VETUR,Nao,Mulher,Nao,Sim,Nao,72,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.26,97.7,6869.7
8155-IBNHG,Sim,Mulher,Nao,Sim,Nao,24,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,2.51,75.4,1747.85
8158-WPEZG,Nao,Homem,Nao,Nao,Nao,11,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.19,35.65,425.1
8160-HOWOX,Nao,Mulher,Nao,Nao,Nao,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,2.23,66.85,458.1
8161-QYMTT,Nao,Homem,Nao,Nao,Nao,7,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.14,94.1,701.3
8164-OCKUJ,Nao,Mulher,Nao,Sim,Sim,59,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.69,20.6,1286.0
8165-CBKXO,Nao,Homem,Nao,Sim,Sim,66,Nao,Sem servico de telefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Cartão de crédito automático,1.89,56.75,3708.4
8165-ZJRNM,Nao,Mulher,Nao,Sim,Sim,72,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.79,23.75,1679.25
8166-ORCHU,Nao,Homem,Sim,Sim,Nao,33,Sim,Nao,Fiber optic,Sim,Sim,Nao,Sim,Nao,Sim,Anual,Sim,Cheque eletrônico,3.12,93.55,3055.5
8166-ZZTFS,Sim,Mulher,Sim,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.68,80.55,5265.1
8167-GJLRN,Nao,Homem,Nao,Nao,Nao,3,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.01,30.4,82.15
8168-UQWWF,Sim,Mulher,Nao,Nao,Nao,11,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.26,97.85,1105.4
8169-SAEJD,Nao,Homem,Sim,Sim,Nao,69,Nao,Sem servico de telefone,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Bienal,Nao,Cartão de crédito automático,1.88,56.55,3952.65
8173-RXAYP,Nao,Mulher,Nao,Sim,Sim,24,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.66,19.7,452.55
8174-LNWMW,Nao,Mulher,Nao,Nao,Nao,31,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.7,20.9,689.35
8174-TBVCF,Nao,Mulher,Nao,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.16,94.8,6859.05
8178-EYZUO,Sim,Homem,Nao,Nao,Nao,46,Sim,Sim,Fiber optic,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,3.12,93.7,4154.8
8180-AKMJV,Nao,Mulher,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,1.48,44.55,44.55
8181-YHCMF,Nao,Mulher,Nao,Sim,Sim,68,Nao,Sem servico de telefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,2.01,60.3,4109.0
8182-BJDSI,Sim,Mulher,Nao,Nao,Nao,28,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,3.0,89.95,2625.55
8182-PNAGI,Sim,Homem,Nao,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,Transferência bancária automático,1.68,50.25,593.75
8183-ONMXC,Sim,Mulher,Nao,Nao,Nao,2,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque eletrônico,2.69,80.75,159.45
8184-WMOFI,Nao,Homem,Nao,Sim,Sim,62,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Anual,Nao,Cartão de crédito automático,2.38,71.4,4487.3
8185-UPYBR,Sim,Homem,Nao,Sim,Nao,6,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.52,75.5,438.0
8189-DUKMV,Nao,Mulher,Nao,Sim,Nao,4,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Transferência bancária automático,0.68,20.5,79.05
8189-HBVRW,Nao,Mulher,Nao,Nao,Nao,53,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,3.03,90.8,4921.2
8189-XRIKE,Nao,Mulher,Sim,Nao,Nao,32,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.03,90.95,2897.95
8190-ZTQFB,Nao,Homem,Nao,Nao,Nao,41,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Cheque eletrônico,1.71,51.35,2075.1
8191-XWSZG,Nao,Mulher,Nao,Nao,Nao,52,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.69,20.65,1022.95
8194-PEEBY,Nao,Mulher,Nao,Sim,Sim,24,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.66,19.9,533.5
8197-BFWVU,Nao,Mulher,Nao,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,3.11,93.25,6688.95
8198-RKSZG,Nao,Mulher,Nao,Sim,Sim,14,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Nao,Cartão de crédito automático,2.68,80.45,1137.05
8199-ZLLSA,Sim,Homem,Nao,Nao,Nao,67,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária automático,3.94,118.35,7804.15
8200-KLNYW,Nao,Mulher,Nao,Sim,Nao,21,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Nao,Cheque,2.7,80.9,1714.95
8200-LGKSR,Nao,Homem,Nao,Sim,Nao,71,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Bienal,Nao,Cheque eletrônico,2.77,83.2,6126.1
8201-AAXCB,Nao,Homem,Nao,Sim,Sim,25,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,Cheque eletrônico,2.01,60.35,1404.65
8203-XJZRC,Nao,Homem,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.68,20.25,20.25
8204-TIFGJ,Nao,Mulher,Nao,Nao,Nao,23,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Transferência bancária automático,0.68,20.3,470.6
8204-YJCLA,Nao,Homem,Sim,Sim,Sim,72,Nao,Sem servico de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.16,64.8,4732.35
8205-MQUGY,Nao,Homem,Nao,Sim,Sim,12,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.64,49.2,571.15
